Date, Close/Last, Volume, Open, High, Low
01/29/2021, $3206.2, 4293556, $3230, $3236.99, $3184.55
01/28/2021, $3237.62, 3149228, $3235.04, $3301.68, $3228.69
01/27/2021, $3232.58, 4660158, $3341.49, $3346.52, $3207.08
01/26/2021, $3326.13, 2955235, $3296.356, $3338, $3282.87
01/25/2021, $3294, 3749758, $3328.5, $3363.89, $3243.1463
01/22/2021, $3292.23, 2821914, $3304.31, $3321.91, $3283.1644
01/21/2021, $3306.99, 4945051, $3293, $3348.55, $3289.5675
01/20/2021, $3263.38, 5309835, $3181.99, $3279.8, $3175
01/19/2021, $3120.76, 3305142, $3107, $3145, $3096
01/15/2021, $3104.25, 4243995, $3123.02, $3142.545, $3095.17
01/14/2021, $3127.47, 3070919, $3167.52, $3177.9999, $3120.59
01/13/2021, $3165.89, 3321244, $3128.44, $3189.95, $3122.08
01/12/2021, $3120.83, 3514582, $3120, $3142.1418, $3086
01/11/2021, $3114.21, 3669095, $3148.01, $3156.3841, $3110
01/08/2021, $3182.7, 3537744, $3180, $3190.64, $3142.2
01/07/2021, $3162.16, 3514545, $3157, $3208.542, $3155
01/06/2021, $3138.38, 4394815, $3146.48, $3197.509, $3131.16
01/05/2021, $3218.51, 2655548, $3166.01, $3223.38, $3165.06
01/04/2021, $3186.63, 4411449, $3270, $3272, $3144.02
12/31/2020, $3256.93, 2957206, $3275, $3282.9219, $3241.2
12/30/2020, $3285.85, 3209310, $3341, $3342.1, $3282.47
12/29/2020, $3322, 4872933, $3309.94, $3350.65, $3281.223
12/28/2020, $3283.96, 5686787, $3194, $3304, $3172.69
12/24/2020, $3172.69, 1451917, $3193.9, $3202, $3169
12/23/2020, $3185.27, 2093787, $3205, $3210.13, $3184.17
12/22/2020, $3206.52, 2381781, $3202.843, $3222, $3180.08
12/21/2020, $3206.18, 3836846, $3200.01, $3226.9666, $3166
12/18/2020, $3201.65, 5995713, $3243.99, $3249.42, $3171.6
12/17/2020, $3236.08, 3474347, $3250, $3263.51, $3221
12/16/2020, $3240.96, 4427616, $3176.01, $3247, $3163.68
12/15/2020, $3165.12, 3323686, $3181.01, $3188.4999, $3130.49
12/14/2020, $3156.97, 4155794, $3143, $3190.47, $3126
12/11/2020, $3116.42, 3064695, $3096.66, $3118.67, $3072.82
12/10/2020, $3101.49, 3030186, $3088.99, $3142.1, $3076
12/09/2020, $3104.2, 4100836, $3167.89, $3174.43, $3088
12/08/2020, $3177.29, 3286303, $3158.9, $3184.13, $3120.02
12/07/2020, $3158, 2751316, $3156.48, $3180.76, $3141.69
12/04/2020, $3162.58, 2913611, $3198.21, $3198.21, $3158.76
12/03/2020, $3186.73, 2892039, $3205.46, $3228.64, $3181.31
12/02/2020, $3203.53, 3129304, $3221.65, $3232, $3173.2601
12/01/2020, $3220.08, 4544382, $3188.5, $3248.95, $3157.18
11/30/2020, $3168.04, 4063916, $3208.48, $3228.39, $3125.55
11/27/2020, $3195.34, 2392867, $3211.26, $3216.19, $3190.05
11/25/2020, $3185.07, 3790403, $3141.87, $3198, $3140.26
11/24/2020, $3118.06, 3602102, $3100.5, $3134.25, $3086.258
11/23/2020, $3098.39, 4708887, $3116.699, $3139.745, $3065.46
11/20/2020, $3099.4, 3380138, $3117.02, $3132.89, $3098.0456
11/19/2020, $3117.02, 3010270, $3105.31, $3125, $3080.92
11/18/2020, $3105.46, 2916836, $3134, $3140, $3105.1
11/17/2020, $3135.66, 3444735, $3183.545, $3189.25, $3135.26
11/16/2020, $3131.06, 3808676, $3093.2, $3142.7, $3072.685
11/13/2020, $3128.81, 3762587, $3122, $3141.7227, $3085.39
11/12/2020, $3110.28, 4371208, $3159.95, $3175.88, $3086.05
11/11/2020, $3137.39, 4366923, $3061.78, $3139.145, $3050
11/10/2020, $3035.02, 6590956, $3095.02, $3114, $3019.4828
11/09/2020, $3143.74, 7190406, $3231.03, $3289, $3112.1057
11/06/2020, $3311.37, 4647330, $3304.64, $3322, $3232
11/05/2020, $3322, 5789285, $3319.97, $3366.8, $3288.88
11/04/2020, $3241.16, 6839041, $3159.99, $3244.85, $3139.73
11/03/2020, $3048.41, 4897880, $3018.53, $3074.9, $2980.98
11/02/2020, $3004.48, 7257350, $3061.74, $3079.705, $2950.12
10/30/2020, $3036.15, 8396081, $3157.75, $3167.004, $3019
10/29/2020, $3211.01, 6596529, $3201.27, $3257.25, $3164
10/28/2020, $3162.78, 5588330, $3249.3, $3264.02, $3162.47
10/27/2020, $3286.33, 4291047, $3224.94, $3291.66, $3211.3
10/26/2020, $3207.04, 5901151, $3198.74, $3282.9799, $3153.3
10/23/2020, $3204.4, 3466687, $3191, $3205.33, $3140
10/22/2020, $3176.4, 4212005, $3189.87, $3198.75, $3121.94
10/21/2020, $3184.94, 4592736, $3212.5, $3233.875, $3160
10/20/2020, $3217.01, 4509678, $3222.28, $3266, $3192.01
10/19/2020, $3207.21, 5223626, $3299.61, $3329, $3192.735
10/16/2020, $3272.71, 6474353, $3363.23, $3399.6606, $3160
10/15/2020, $3338.65, 5223448, $3292.01, $3355.88, $3280
10/14/2020, $3363.71, 5828916, $3447, $3464.88, $3340
10/13/2020, $3443.63, 5744697, $3467.99, $3492.38, $3424.217
10/12/2020, $3442.93, 8364198, $3349.94, $3496.24, $3339.55
10/09/2020, $3286.65, 4907871, $3210, $3288.99, $3197.83
10/08/2020, $3190.55, 3174114, $3224.99, $3233.2944, $3174.99
10/07/2020, $3195.69, 4309439, $3135, $3200, $3132.385
10/06/2020, $3099.96, 5086857, $3165, $3182, $3090
10/05/2020, $3199.2, 3775332, $3145.84, $3202.53, $3140.85
10/02/2020, $3125, 5613098, $3153.63, $3195.7965, $3123
10/01/2020, $3221.26, 4971922, $3208, $3224, $3172
09/30/2020, $3148.73, 4896101, $3141.14, $3212.88, $3133.99
09/29/2020, $3144.88, 3503398, $3175.39, $3188.26, $3132.54
09/28/2020, $3174.05, 4224165, $3148.85, $3175.04, $3117.1684
09/25/2020, $3095.13, 4615202, $3054.86, $3101.54, $2999
09/24/2020, $3019.79, 5529392, $2977.79, $3069.3, $2965
09/23/2020, $2999.86, 5652665, $3120.43, $3126.999, $2992.3759
09/22/2020, $3128.99, 6948816, $3033.835, $3133.99, $3000.2
09/21/2020, $2960.47, 6117925, $2906.5, $2962, $2871
09/18/2020, $2954.91, 8892580, $3031.74, $3037.8, $2905.54
09/17/2020, $3008.73, 6449050, $3009.25, $3029.432, $2972.55
09/16/2020, $3078.1, 4531189, $3179.99, $3187.238, $3074.15
09/15/2020, $3156.13, 4021535, $3136.16, $3175.02, $3108.92
09/14/2020, $3102.97, 4529596, $3172.937, $3187.39, $3096
09/11/2020, $3116.22, 5093982, $3208.69, $3217.3409, $3083.98
09/10/2020, $3175.11, 5330741, $3307.219, $3349.89, $3170.55
09/09/2020, $3268.61, 5188675, $3202.99, $3303.175, $3185
09/08/2020, $3149.84, 6094205, $3144, $3250.845, $3130
09/04/2020, $3294.62, 8781754, $3318, $3381.5, $3111.13
09/03/2020, $3368, 8161113, $3485, $3488.41, $3303
09/02/2020, $3531.45, 3931476, $3547, $3552.25, $3486.685
09/01/2020, $3499.12, 3476407, $3489.58, $3513.87, $3467
08/31/2020, $3450.96, 4185885, $3408.99, $3495, $3405
08/28/2020, $3401.8, 2896978, $3423, $3433.3699, $3386.5
